lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
10.8,45.0,4.5,1000000000000000.0,0.0,2.5,7.149484109472403
10.8,45.0,4.5,1000000000000000.0,0.0025,2.5,7.133918547568712
10.8,45.0,4.5,1000000000000000.0,0.0061833333,2.5,7.110903601990799
10.8,45.0,4.5,1000000000000000.0,0.011659222,2.5,7.076500781385024
10.8,45.0,4.5,1000000000000000.0,0.019800044,2.5,7.024918534965249
10.8,45.0,4.5,1000000000000000.0,0.031902732,2.5,6.947187941423657
10.8,45.0,4.5,1000000000000000.0,0.049895394,2.5,6.829071391920331
10.8,45.0,4.5,1000000000000000.0,0.076644486,2.5,6.647261612708528
10.8,45.0,4.5,1000000000000000.0,0.11605482,2.5,6.365527153418121
10.8,45.0,4.5,1000000000000000.0,0.16605482,2.5,5.9924408269557565
10.8,45.0,4.5,1000000000000000.0,0.21605482,2.5,5.627317423993333
10.8,45.0,4.5,1000000000000000.0,0.26605482,2.5,5.304153713021292
10.8,45.0,4.5,1000000000000000.0,0.31605482,2.5,5.041307997306008
10.8,45.0,4.5,1000000000000000.0,0.36605482,2.5,4.835228638451401
10.8,45.0,4.5,1000000000000000.0,0.41605482,2.5,4.673385440137279
10.8,45.0,4.5,1000000000000000.0,0.46605482,2.5,4.542812757948772
10.8,45.0,4.5,1000000000000000.0,0.5,2.5,4.467282977033861
