lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
13.2,55.0,5.5,1000000000000000.0,0.0,3.5,6.567485080939063
13.2,55.0,5.5,1000000000000000.0,0.0025,3.5,6.553750593969503
13.2,55.0,5.5,1000000000000000.0,0.0061833333,3.5,6.533456027366867
13.2,55.0,5.5,1000000000000000.0,0.011659222,3.5,6.503147508290337
13.2,55.0,5.5,1000000000000000.0,0.019800044,3.5,6.457756569006339
13.2,55.0,5.5,1000000000000000.0,0.031902732,3.5,6.389457176137207
13.2,55.0,5.5,1000000000000000.0,0.049895394,3.5,6.285896929023472
13.2,55.0,5.5,1000000000000000.0,0.076404584,3.5,6.1284499647521296
13.2,55.0,5.5,1000000000000000.0,0.11546146,3.5,5.886331609717027
13.2,55.0,5.5,1000000000000000.0,0.16546146,3.5,5.56895657375143
13.2,55.0,5.5,1000000000000000.0,0.21546146,3.5,5.268722539707642
13.2,55.0,5.5,1000000000000000.0,0.26546146,3.5,5.010319475731689
13.2,55.0,5.5,1000000000000000.0,0.31546146,3.5,4.802665427272232
13.2,55.0,5.5,1000000000000000.0,0.36546146,3.5,4.639099489433009
13.2,55.0,5.5,1000000000000000.0,0.41546146,3.5,4.506698058173297
13.2,55.0,5.5,1000000000000000.0,0.46546146,3.5,4.396227308178574
13.2,55.0,5.5,1000000000000000.0,0.5,3.5,4.329834378178147
