lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,1e+17,0.0,4.0,5.617441706194166
12.0,50.0,5.0,1e+17,0.0025,4.0,5.608955591553158
12.0,50.0,5.0,1e+17,0.0061833333,4.0,5.596491087727853
12.0,50.0,5.0,1e+17,0.011659222,4.0,5.57803967022143
12.0,50.0,5.0,1e+17,0.019800044,4.0,5.550779384409342
12.0,50.0,5.0,1e+17,0.031902732,4.0,5.510583869835849
12.0,50.0,5.0,1e+17,0.049895394,4.0,5.451400709252937
12.0,50.0,5.0,1e+17,0.076644486,4.0,5.364201202393801
12.0,50.0,5.0,1e+17,0.11605482,4.0,5.235698994131862
12.0,50.0,5.0,1e+17,0.16605482,4.0,5.070390210596677
12.0,50.0,5.0,1e+17,0.21605482,4.0,4.9051659346970755
12.0,50.0,5.0,1e+17,0.26605482,4.0,4.748605515117966
12.0,50.0,5.0,1e+17,0.31605482,4.0,4.608710152138033
12.0,50.0,5.0,1e+17,0.36605482,4.0,4.488457874612056
12.0,50.0,5.0,1e+17,0.41605482,4.0,4.385861258148127
12.0,50.0,5.0,1e+17,0.46605482,4.0,4.297318765331192
12.0,50.0,5.0,1e+17,0.5,4.0,4.243682328830951
