lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
10.8,45.0,4.5,1000000000000000.0,0.0,4.5,5.717214326873809
10.8,45.0,4.5,1000000000000000.0,0.0025,4.5,5.708395615334018
10.8,45.0,4.5,1000000000000000.0,0.0061833333,4.5,5.6954435575306945
10.8,45.0,4.5,1000000000000000.0,0.011659222,4.5,5.676276250201712
10.8,45.0,4.5,1000000000000000.0,0.019800044,4.5,5.647968623363146
10.8,45.0,4.5,1000000000000000.0,0.031902732,4.5,5.60627531987179
10.8,45.0,4.5,1000000000000000.0,0.049895394,4.5,5.545060611228397
10.8,45.0,4.5,1000000000000000.0,0.076644486,4.5,5.455379066197701
10.8,45.0,4.5,1000000000000000.0,0.11605482,4.5,5.324757352728222
10.8,45.0,4.5,1000000000000000.0,0.16605482,4.5,5.158726921437434
10.8,45.0,4.5,1000000000000000.0,0.21605482,4.5,4.992499558705244
10.8,45.0,4.5,1000000000000000.0,0.26605482,4.5,4.832457835730128
10.8,45.0,4.5,1000000000000000.0,0.31605482,4.5,4.686938489265155
10.8,45.0,4.5,1000000000000000.0,0.36605482,4.5,4.560356257433516
10.8,45.0,4.5,1000000000000000.0,0.41605482,4.5,4.452005102854525
10.8,45.0,4.5,1000000000000000.0,0.46605482,4.5,4.359077009709619
10.8,45.0,4.5,1000000000000000.0,0.5,4.5,4.303139755051192
