lg_nw,Tsh,t_ox,Gauss_doping,Vg,Vd,Id
12.0,50.0,5.0,3e+19,0.0,5.0,3.86064064695955
12.0,50.0,5.0,3e+19,0.0025,5.0,3.859860289244417
12.0,50.0,5.0,3e+19,0.0061833333,5.0,3.8587117765615546
12.0,50.0,5.0,3e+19,0.011659222,5.0,3.857006883767118
12.0,50.0,5.0,3e+19,0.019800044,5.0,3.854477358289915
12.0,50.0,5.0,3e+19,0.031902732,5.0,3.8507258493968335
12.0,50.0,5.0,3e+19,0.049895394,5.0,3.8451579420401396
12.0,50.0,5.0,3e+19,0.076644486,5.0,3.8368720634059943
12.0,50.0,5.0,3e+19,0.11605482,5.0,3.824553393687084
12.0,50.0,5.0,3e+19,0.16605482,5.0,3.8085301497478983
12.0,50.0,5.0,3e+19,0.21605482,5.0,3.7919003279728685
12.0,50.0,5.0,3e+19,0.26605482,5.0,3.7746542959368856
12.0,50.0,5.0,3e+19,0.31605482,5.0,3.757054379014111
12.0,50.0,5.0,3e+19,0.36605482,5.0,3.7431666980086016
12.0,50.0,5.0,3e+19,0.41605482,5.0,3.7250067299863034
12.0,50.0,5.0,3e+19,0.46605482,5.0,3.7069575487502653
12.0,50.0,5.0,3e+19,0.5,5.0,3.6948462149826544
