gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4.5,1.7221588e-5
0.0025,4.5,1.7366057e-5
0.0061833333,4.5,1.758024e-5
0.011659222,4.5,1.7901685e-5
0.019800044,4.5,1.8386368e-5
0.031902732,4.5,1.9122705e-5
0.049895394,4.5,2.0254934e-5
0.076644486,4.5,2.2032953e-5
0.11605482,4.5,2.4910216e-5
0.16605482,4.5,2.9157297e-5
0.21605482,4.5,3.4279346e-5
0.26605482,4.5,4.0406359e-5
0.31605482,4.5,4.7519878e-5
0.36605482,4.5,5.5478422e-5
0.41605482,4.5,6.4099516e-5
0.46605482,4.5,7.322468e-5
0.5,4.5,7.9641217e-5

