gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,1.1391316e-8
0.0025,1,1.1984188e-8
0.00615,1,1.2910264e-8
0.011576333,1,1.4432184e-8
0.019643482,1,1.7060872e-8
0.031636644,1,2.1958784e-8
0.049466477,1,3.2191866e-8
0.075735764,1,5.7371918e-8
0.11443918,1,1.3733586e-7
0.16443918,1,4.2620939e-7
0.21443918,1,1.243456e-6
0.26443918,1,3.1357686e-6
0.31443918,1,6.5337948e-6
0.36443918,1,1.1443024e-5
0.41443918,1,1.7588453e-5
0.46443918,1,2.4721922e-5
0.5,1,3.0285453e-5

