gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3,8.1994219e-7
0.0025,3,8.3996974e-7
0.0061833333,3,8.7032925e-7
0.011659222,3,9.1740248e-7
0.019800044,3,9.9191518e-7
0.031902732,3,1.1136067e-6
0.049895394,3,1.3220229e-6
0.076644486,3,1.7065653e-6
0.11605482,3,2.4980661e-6
0.16605482,3,4.104575e-6
0.21605482,3,6.7584431e-6
0.26605482,3,1.0791337e-5
0.31605482,3,1.6257786e-5
0.36605482,3,2.2945937e-5
0.41605482,3,3.0567206e-5
0.46605482,3,3.8908459e-5
0.5,3,4.4904084e-5

