gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3,1.8258192e-7
0.0025,3,1.8831768e-7
0.0061833333,3,1.9711363e-7
0.011659222,3,2.1099326e-7
0.019800044,3,2.3355351e-7
0.031902732,3,2.7192913e-7
0.049895394,3,3.4199942e-7
0.076644486,3,4.84775e-7
0.11605482,3,8.2779166e-7
0.16605482,3,1.6829898e-6
0.21605482,3,3.4086259e-6
0.26605482,3,6.4646788e-6
0.31605482,3,1.1022148e-5
0.36605482,3,1.6914817e-5
0.41605482,3,2.3826478e-5
0.46605482,3,3.1524686e-5
0.5,3,3.7117846e-5

