gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,7.059997e-6
0.0025,5,7.1576677e-6
0.0061833333,5,7.3034222e-6
0.011659222,5,7.524264e-6
0.019800044,5,7.8620243e-6
0.031902732,5,8.3859765e-6
0.049895394,5,9.2168991e-6
0.076644486,5,1.0582491e-5
0.11605482,5,1.2943374e-5
0.16605482,5,1.6737616e-5
0.21605482,5,2.1696507e-5
0.26605482,5,2.796816e-5
0.31605482,5,3.5469337e-5
0.36605482,5,4.3933346e-5
0.41605482,5,5.3109136e-5
0.46605482,5,6.2842673e-5
0.5,5,6.9716179e-5

