gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,0.5,1.1597129e-9
0.0025,0.5,1.2521754e-9
0.0061833333,0.5,1.4023624e-9
0.011659222,0.5,1.6601095e-9
0.019800044,0.5,2.1334615e-9
0.031902732,0.5,3.0942497e-9
0.049895394,0.5,5.3591201e-9
0.076404584,0.5,1.194657e-8
0.115108,0.5,3.7869564e-8
0.165108,0.5,1.5977537e-7
0.215108,0.5,6.0908628e-7
0.265108,0.5,1.9347493e-6
0.315108,0.5,4.7379118e-6
0.365108,0.5,9.0835391e-6
0.415108,0.5,1.4694989e-5
0.465108,0.5,2.1258007e-5
0.5,0.5,2.6254108e-5

