gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,2.7245867e-8
0.0025,2,2.8418265e-8
0.0061833333,2,3.0247552e-8
0.011659222,2,3.3210283e-8
0.019800044,2,3.8221811e-8
0.031902732,2,4.7280822e-8
0.049895394,2,6.5412675e-8
0.076644486,2,1.0796985e-7
0.11605482,2,2.3402345e-7
0.16605482,2,6.4174025e-7
0.21605482,2,1.6877332e-6
0.26605482,2,3.9100038e-6
0.31605482,2,7.6512062e-6
0.36605482,2,1.2832307e-5
0.41605482,2,1.9144219e-5
0.46605482,2,2.6345709e-5
0.5,2,3.1649355e-5

