gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,3.0687363e-9
0.0025,1,3.2692371e-9
0.0061833333,1,3.5894859e-9
0.011659222,1,4.1262709e-9
0.019800044,1,5.0808874e-9
0.031902732,1,6.9362007e-9
0.049734025,1,1.1006654e-8
0.076005464,1,2.1827872e-8
0.11436177,1,5.9493806e-8
0.16436177,1,2.1619107e-7
0.21436177,1,7.3082472e-7
0.26436177,1,2.1127474e-6
0.31436177,1,4.9009742e-6
0.36436177,1,9.2153705e-6
0.41436177,1,1.4770241e-5
0.46436177,1,2.1301971e-5
0.5,1,2.6433436e-5

