gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1.5,1.6009401e-8
0.0025,1.5,1.6777063e-8
0.0061833333,1.5,1.7981882e-8
0.011659222,1.5,1.9950021e-8
0.019800044,1.5,2.3320726e-8
0.031902732,1.5,2.9530393e-8
0.049895394,1.5,4.2306324e-8
0.076404584,1.5,7.3147618e-8
0.11546146,1.5,1.6900351e-7
0.16546146,1.5,5.0232299e-7
0.21546146,1.5,1.4139814e-6
0.26546146,1.5,3.4555101e-6
0.31546146,1.5,7.01738e-6
0.36546146,1.5,1.2061037e-5
0.41546146,1.5,1.8292036e-5
0.46546146,1.5,2.5466847e-5
0.5,1.5,3.0873291e-5

