gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,2.2512553e-6
0.0025,5,2.2983195e-6
0.0061833333,5,2.369384e-6
0.011659222,5,2.4789672e-6
0.019800044,5,2.6510658e-6
0.031902732,5,2.9289799e-6
0.049895394,5,3.3975727e-6
0.076644486,5,4.243344e-6
0.11605482,5,5.9266458e-6
0.16605482,5,9.1302748e-6
0.21605482,5,1.3917803e-5
0.26605482,5,2.042567e-5
0.31605482,5,2.8379812e-5
0.36605482,5,3.735794e-5
0.41605482,5,4.7160504e-5
0.46605482,5,5.7685395e-5
0.5,5,6.5179444e-5

