gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,1.0250444e-7
0.0025,2,1.0611811e-7
0.00615,2,1.116375e-7
0.011576333,2,1.2041153e-7
0.019643482,2,1.3483862e-7
0.031636644,2,1.5982508e-7
0.049466477,2,2.0665483e-7
0.075735764,2,3.0507074e-7
0.11443918,2,5.5580879e-7
0.16443918,2,1.2468734e-6
0.21443918,2,2.755866e-6
0.26443918,2,5.5799479e-6
0.31443918,2,9.9485946e-6
0.36443918,2,1.5729671e-5
0.41443918,2,2.2615619e-5
0.46443918,2,3.0362867e-5
0.5,2,3.6300362e-5

