gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4,1.2796693e-6
0.0025,4,1.3092787e-6
0.0061833333,4,1.3540697e-6
0.011659222,4,1.4233149e-6
0.019800044,4,1.5324489e-6
0.031902732,4,1.7095216e-6
0.049895394,4,2.0098884e-6
0.076644486,4,2.5560523e-6
0.11605482,4,3.6548396e-6
0.16605482,4,5.804441e-6
0.21605482,4,9.190509e-6
0.26605482,4,1.4090851e-5
0.31605482,4,2.0438712e-5
0.36605482,4,2.7910841e-5
0.41605482,4,3.6230157e-5
0.46605482,4,4.5246742e-5
0.5,4,5.1698449e-5

