gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,6.6126416e-8
0.0025,2,6.8806881e-8
0.00615,2,7.2931701e-8
0.011576333,2,7.9563606e-8
0.019643482,2,9.0653019e-8
0.031636644,2,1.103452e-7
0.049466477,2,1.4870352e-7
0.075973495,2,2.3496868e-7
0.11502717,2,4.7378914e-7
0.16502717,2,1.1842709e-6
0.21502717,2,2.8169037e-6
0.26502717,2,5.9173144e-6
0.31502717,2,1.0662186e-5
0.36502717,2,1.678896e-5
0.41502717,2,2.4004868e-5
0.46502717,2,3.2116774e-5
0.5,2,3.8229555e-5

