gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4.5,4.3334587e-6
0.0025,4.5,4.4049517e-6
0.0061833333,4.5,4.5120234e-6
0.011659222,4.5,4.6751191e-6
0.019800044,4.5,4.9265633e-6
0.031902732,4.5,5.3212611e-6
0.049895394,4.5,5.9580931e-6
0.076644486,4.5,7.0319364e-6
0.11605482,4.5,8.9614381e-6
0.16605482,4.5,1.2222988e-5
0.21605482,4.5,1.6697526e-5
0.26605482,4.5,2.2559407e-5
0.31605482,4.5,2.9722182e-5
0.36605482,4.5,3.7904523e-5
0.41605482,4.5,4.6835778e-5
0.46605482,4.5,5.6365592e-5
0.5,4.5,6.3127534e-5

