gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,3.1501742e-5
0.0025,5,3.1685318e-5
0.0061833333,5,3.1956834e-5
0.011659222,5,3.2362848e-5
0.019800044,5,3.2971868e-5
0.031902732,5,3.3890004e-5
0.049895394,5,3.5286089e-5
0.076644486,5,3.7441562e-5
0.11605482,5,4.0841046e-5
0.16605482,5,4.5680922e-5
0.21605482,5,5.1291207e-5
0.26605482,5,5.7782802e-5
0.31605482,5,6.5145259e-5
0.36605482,5,7.3263925e-5
0.41605482,5,8.1982065e-5
0.46605482,5,9.1155914e-5
0.5,5,9.7585454e-5

