gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4.5,1.2283864e-6
0.0025,4.5,1.2572658e-6
0.0061833333,4.5,1.3010383e-6
0.011659222,4.5,1.3689389e-6
0.019800044,4.5,1.4764893e-6
0.031902732,4.5,1.6523801e-6
0.049895394,4.5,1.9546372e-6
0.076644486,4.5,2.516823e-6
0.11605482,4.5,3.6864097e-6
0.16605482,4.5,6.059316e-6
0.21605482,4.5,9.8530715e-6
0.26605482,4.5,1.5306798e-5
0.31605482,4.5,2.22473e-5
0.36605482,4.5,3.0276491e-5
0.41605482,4.5,3.9159976e-5
0.46605482,4.5,4.8784625e-5
0.5,4.5,5.5676346e-5

