gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,3.2962175e-6
0.0025,5,3.3547695e-6
0.0061833333,5,3.4425676e-6
0.011659222,5,3.5765304e-6
0.019800044,5,3.7835046e-6
0.031902732,5,4.10928e-6
0.049895394,5,4.6365139e-6
0.076644486,5,5.526783e-6
0.11605482,5,7.1218794e-6
0.16605482,5,9.8007399e-6
0.21605482,5,1.3492118e-5
0.26605482,5,1.8425602e-5
0.31605482,5,2.4605929e-5
0.36605482,5,3.1822333e-5
0.41605482,5,3.9833122e-5
0.46605482,5,4.8424088e-5
0.5,5,5.4526786e-5

