gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3,1.4863585e-5
0.0025,3,1.5000574e-5
0.0061833333,3,1.5203688e-5
0.011659222,3,1.5508526e-5
0.019800044,3,1.5968231e-5
0.031902732,3,1.6666657e-5
0.049895394,3,1.7740888e-5
0.076404584,3,1.9412592e-5
0.11546146,3,2.2116759e-5
0.16546146,3,2.6154235e-5
0.21546146,3,3.1059153e-5
0.26546146,3,3.6972497e-5
0.31546146,3,4.3873878e-5
0.36546146,3,5.161015e-5
0.41546146,3,6.0000182e-5
0.46546146,3,6.8888728e-5
0.5,3,7.5245351e-5

