gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3,1.8843234e-7
0.0025,3,1.9432506e-7
0.0061833333,3,2.0335957e-7
0.011659222,3,2.176109e-7
0.019800044,3,2.4076282e-7
0.031902732,3,2.8010771e-7
0.049895394,3,3.5185945e-7
0.076644486,3,4.977548e-7
0.11605482,3,8.4712889e-7
0.16605482,3,1.7144124e-6
0.21605482,3,3.4571747e-6
0.26605482,3,6.5332065e-6
0.31605482,3,1.1110597e-5
0.36605482,3,1.7021401e-5
0.41605482,3,2.3950252e-5
0.46605482,3,3.1664427e-5
0.5,3,3.7267982e-5

