gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4,5.5177475e-7
0.0025,4,5.6779037e-7
0.0061833333,4,5.9228721e-7
0.011659222,4,6.3080113e-7
0.019800044,4,6.9308824e-7
0.031902732,4,7.9825812e-7
0.049895394,4,9.8811037e-7
0.076644486,4,1.3685946e-6
0.11605482,4,2.2518911e-6
0.16605482,4,4.2807918e-6
0.21605482,4,7.8366903e-6
0.26605482,4,1.3200164e-5
0.31605482,4,2.0133464e-5
0.36605482,4,2.820567e-5
0.41605482,4,3.7230128e-5
0.46605482,4,4.7073951e-5
0.5,4,5.4145598e-5

