gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1.5,9.2510367e-9
0.0025,1.5,9.738221e-9
0.0061833333,1.5,1.050713e-8
0.011659222,1.5,1.177378e-8
0.019800044,1.5,1.3970794e-8
0.031902732,1.5,1.8090668e-8
0.049895394,1.5,2.679428e-8
0.076404584,1.5,4.8592805e-8
0.11546146,1.5,1.1982899e-7
0.16546146,1.5,3.8308691e-7
0.21546146,1.5,1.1476945e-6
0.26546146,1.5,2.956743e-6
0.31546146,1.5,6.2478385e-6
0.36546146,1.5,1.1019765e-5
0.41546146,1.5,1.6975402e-5
0.46546146,1.5,2.3868782e-5
0.5,1.5,2.9075582e-5

