gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,0.5,8.5126561e-10
0.0025,0.5,9.1535223e-10
0.0061833333,0.5,1.0190138e-9
0.011659222,0.5,1.1962354e-9
0.019800044,0.5,1.5217156e-9
0.031794187,0.5,2.1821985e-9
0.049465559,0.5,3.7359927e-9
0.075265762,0.5,8.1599163e-9
0.11293406,0.5,2.5160477e-8
0.16293406,0.5,1.0806084e-7
0.21293406,0.5,4.2119404e-7
0.26293406,0.5,1.3899173e-6
0.31293406,0.5,3.627957e-6
0.36293406,0.5,7.4187182e-6
0.41293406,0.5,1.2515607e-5
0.46293406,0.5,1.8609395e-5
0.5,0.5,2.3609752e-5

