gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,0.5,8.6066896e-10
0.0025,0.5,9.2535334e-10
0.0061833333,0.5,1.029958e-9
0.011659222,0.5,1.2087171e-9
0.019800044,0.5,1.5367818e-9
0.031794187,0.5,2.2019774e-9
0.049465559,0.5,3.7679408e-9
0.075265762,0.5,8.2277437e-9
0.11293406,0.5,2.5356707e-8
0.16293406,0.5,1.0883484e-7
0.21293406,0.5,4.2384943e-7
0.26293406,0.5,1.3969274e-6
0.31293406,0.5,3.6410744e-6
0.36293406,0.5,7.4378271e-6
0.41293406,0.5,1.2540356e-5
0.46293406,0.5,1.864072e-5
0.5,0.5,2.364725e-5

