gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,3.5011423e-9
0.0025,1,3.7405853e-9
0.0061833333,1,4.1241941e-9
0.011659222,1,4.7701061e-9
0.019800044,1,5.9262484e-9
0.031902732,1,8.1937044e-9
0.049734025,1,1.3236866e-8
0.076005464,1,2.6908176e-8
0.11436177,1,7.5682008e-8
0.16436177,1,2.8254212e-7
0.21436177,1,9.5874274e-7
0.26436177,1,2.7104976e-6
0.31436177,1,6.0272405e-6
0.36436177,1,1.0836432e-5
0.41436177,1,1.6860684e-5
0.46436177,1,2.3855051e-5
0.5,1,2.9307794e-5

