gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,3.5176709e-9
0.0025,1,3.7428681e-9
0.0061833333,1,4.1021574e-9
0.011659222,1,4.7033647e-9
0.019800044,1,5.7697214e-9
0.031902732,1,7.8341975e-9
0.049895394,1,1.2393927e-8
0.076404584,1,2.4501615e-8
0.115108,1,6.6567259e-8
0.165108,1,2.3823969e-7
0.215108,1,7.9224705e-7
0.265108,1,2.2496568e-6
0.315108,1,5.1352641e-6
0.365108,1,9.5444288e-6
0.415108,1,1.5192902e-5
0.465108,1,2.1824038e-5
0.5,1,2.6920287e-5

