gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,9.3765721e-6
0.0025,5,9.4856836e-6
0.0061833333,5,9.6480203e-6
0.011659222,5,9.8928864e-6
0.019800044,5,1.0264909e-5
0.031902732,5,1.0836274e-5
0.049895394,5,1.1728755e-5
0.076644486,5,1.3161733e-5
0.11605482,5,1.5555392e-5
0.16605482,5,1.9235056e-5
0.21605482,5,2.38679e-5
0.26605482,5,2.9613777e-5
0.31605482,5,3.6454882e-5
0.36605482,5,4.4225802e-5
0.41605482,5,5.2708395e-5
0.46605482,5,6.1727881e-5
0.5,5,6.8089277e-5

