gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1.5,8.9530455e-9
0.0025,1.5,9.4272179e-9
0.0061833333,1.5,1.0175842e-8
0.011659222,1.5,1.1409815e-8
0.019800044,1.5,1.3551613e-8
0.031902732,1.5,1.7572224e-8
0.049895394,1.5,2.6079249e-8
0.076404584,1.5,4.743079e-8
0.11546146,1.5,1.1740337e-7
0.16546146,1.5,3.7688227e-7
0.21546146,1.5,1.1331436e-6
0.26546146,1.5,2.9283208e-6
0.31546146,1.5,6.2028271e-6
0.36546146,1.5,1.0957881e-5
0.41546146,1.5,1.689618e-5
0.46546146,1.5,2.3771145e-5
0.5,1.5,2.896437e-5

