gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4.5,2.0195543e-6
0.0025,4.5,2.0604142e-6
0.0061833333,4.5,2.1219231e-6
0.011659222,4.5,2.2163211e-6
0.019800044,4.5,2.363441e-6
0.031902732,4.5,2.5980372e-6
0.049895394,4.5,2.9851713e-6
0.076644486,4.5,3.6585123e-6
0.11605482,4.5,4.919255e-6
0.16605482,4.5,7.1663622e-6
0.21605482,4.5,1.0445723e-5
0.26605482,4.5,1.5020032e-5
0.31605482,4.5,2.0909648e-5
0.36605482,4.5,2.789801e-5
0.41605482,4.5,3.5722071e-5
0.46605482,4.5,4.4172688e-5
0.5,4.5,5.0200958e-5

