gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,4.7969946e-9
0.0025,1,5.0888568e-9
0.00615,1,5.5490018e-9
0.011576333,1,6.3149739e-9
0.019643482,1,7.6633271e-9
0.031636644,1,1.0244965e-8
0.049306568,1,1.5792326e-8
0.075340257,1,3.0132088e-8
0.11334944,1,7.8085624e-8
0.16334944,1,2.7024953e-7
0.21334944,1,8.7205653e-7
0.26334944,1,2.4120442e-6
0.31334944,1,5.3986861e-6
0.36334944,1,9.9147288e-6
0.41334944,1,1.5685259e-5
0.46334944,1,2.2459247e-5
0.5,1,2.7942029e-5

