gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3.5,4.1407773e-7
0.0025,3.5,4.255033e-7
0.0061833333,3.5,4.4291328e-7
0.011659222,3.5,4.7012371e-7
0.019800044,3.5,5.1371414e-7
0.031902732,3.5,5.8624672e-7
0.049895394,3.5,7.1404083e-7
0.076644486,3.5,9.6016516e-7
0.11605482,3.5,1.5011232e-6
0.16605482,3.5,2.6967348e-6
0.21605482,3.5,4.8486683e-6
0.26605482,3.5,8.3542702e-6
0.31605482,3.5,1.3323257e-5
0.36605482,3.5,1.9550933e-5
0.41605482,3.5,2.6742798e-5
0.46605482,3.5,3.4672057e-5
0.5,3.5,4.0398737e-5

