gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,3.2369637e-9
0.0025,1,3.4468109e-9
0.0061833333,1,3.7818427e-9
0.011659222,1,4.3430199e-9
0.019800044,1,5.3399409e-9
0.031902732,1,7.2746403e-9
0.049734025,1,1.1512046e-8
0.076005464,1,2.2748594e-8
0.11436177,1,6.1711564e-8
0.16436177,1,2.2297787e-7
0.21436177,1,7.4944903e-7
0.26436177,1,2.1539609e-6
0.31436177,1,4.971196e-6
0.36436177,1,9.3146901e-6
0.41436177,1,1.4899782e-5
0.46436177,1,2.1465555e-5
0.5,1,2.6624836e-5

