gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4.5,2.4041334e-5
0.0025,4.5,2.4207427e-5
0.0061833333,4.5,2.4453299e-5
0.011659222,4.5,2.4821457e-5
0.019800044,4.5,2.537479e-5
0.031902732,4.5,2.6211328e-5
0.049895394,4.5,2.7488526e-5
0.076644486,4.5,2.9473126e-5
0.11605482,4.5,3.2634957e-5
0.16605482,4.5,3.7202493e-5
0.21605482,4.5,4.2585737e-5
0.26605482,4.5,4.8904521e-5
0.31605482,4.5,5.6143163e-5
0.36605482,4.5,6.4173386e-5
0.41605482,4.5,7.2827048e-5
0.46605482,4.5,8.1959834e-5
0.5,4.5,8.8362468e-5

