gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3,3.83136e-6
0.0025,3,3.8940705e-6
0.0061833333,3,3.9879248e-6
0.011659222,3,4.1307376e-6
0.019800044,3,4.3505562e-6
0.031902732,3,4.6946752e-6
0.049895394,3,5.2477115e-6
0.076404584,3,6.1654825e-6
0.11546146,3,7.7969203e-6
0.16546146,3,1.0557332e-5
0.21546146,3,1.4357763e-5
0.26546146,3,1.9403906e-5
0.31546146,3,2.5682312e-5
0.36546146,3,3.3010036e-5
0.41546146,3,4.115385e-5
0.46546146,3,4.9906472e-5
0.5,3,5.6230193e-5

