gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,1.8555454e-8
0.0025,2,1.9678144e-8
0.0061833333,2,2.1463648e-8
0.011659222,2,2.4438034e-8
0.019800044,2,2.9679142e-8
0.031902732,2,3.9722105e-8
0.049895394,2,6.153626e-8
0.076404584,2,1.178696e-7
0.11546146,2,3.0507154e-7
0.16546146,2,9.6910332e-7
0.21546146,2,2.6715935e-6
0.26546146,2,6.0316687e-6
0.31546146,2,1.1074805e-5
0.36546146,2,1.7450401e-5
0.41546146,2,2.4968926e-5
0.46546146,2,3.3447292e-5
0.5,2,3.9759327e-5

