gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1.5,2.8924673e-8
0.0025,1.5,3.0183483e-8
0.00615,1.5,3.2129424e-8
0.011576333,1.5,3.527889e-8
0.019643482,1.5,4.0597767e-8
0.031636644,1.5,5.0185048e-8
0.049466477,1.5,6.9284834e-8
0.075973495,1.5,1.137946e-7
0.11502717,1.5,2.4414841e-7
0.16502717,1.5,6.6612352e-7
0.21502717,1.5,1.743853e-6
0.26502717,1.5,4.0223511e-6
0.31502717,1.5,7.8435508e-6
0.36502717,1.5,1.3139091e-5
0.41502717,1.5,1.9611302e-5
0.46502717,1.5,2.7016929e-5
0.5,1.5,3.2649825e-5

