gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3.5,2.4266109e-7
0.0025,3.5,2.5103909e-7
0.0061833333,3.5,2.6396323e-7
0.011659222,3.5,2.84542e-7
0.019800044,3.5,3.1846658e-7
0.031902732,3.5,3.7743874e-7
0.049895394,3.5,4.8870675e-7
0.076404584,3.5,7.2429325e-7
0.11546146,3.5,1.3225681e-6
0.16546146,3.5,2.8694638e-6
0.21546146,3.5,5.8513882e-6
0.26546146,3.5,1.063983e-5
0.31546146,3.5,1.7046913e-5
0.36546146,3.5,2.4652144e-5
0.41546146,3.5,3.3266838e-5
0.46546146,3.5,4.2748058e-5
0.5,3.5,4.9714786e-5

