gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,4.1546388e-5
0.0025,2,4.1739075e-5
0.0061833333,2,4.2023584e-5
0.011659222,2,4.244797e-5
0.019800044,2,4.3082227e-5
0.031902732,2,4.4033263e-5
0.049734025,2,4.5455427e-5
0.076005464,2,4.7607049e-5
0.11471205,2,5.0946536e-5
0.16471205,2,5.5687243e-5
0.21471205,2,6.1063486e-5
0.26471205,2,6.7156349e-5
0.31471205,2,7.3936764e-5
0.36471205,2,8.1297018e-5
0.41471205,2,8.9088715e-5
0.46471205,2,9.7188342e-5
0.5,2,0.00010302903

