gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2.5,4.212237e-8
0.0025,2.5,4.425671e-8
0.0061833333,2.5,4.76182e-8
0.011659222,2.5,5.3137843e-8
0.019800044,2.5,6.2662648e-8
0.031902732,2.5,8.0373156e-8
0.049895394,2.5,1.1724785e-7
0.076404584,2.5,2.0709781e-7
0.11546146,2.5,4.8295866e-7
0.16546146,2.5,1.3709838e-6
0.21546146,2.5,3.4424553e-6
0.26546146,2.5,7.2417315e-6
0.31546146,2.5,1.2711826e-5
0.36546146,2.5,1.9468107e-5
0.41546146,2.5,2.733135e-5
0.46546146,2.5,3.6130913e-5
0.5,2.5,4.2655348e-5

