gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4,1.7193955e-5
0.0025,4,1.7338268e-5
0.0061833333,4,1.7552185e-5
0.011659222,4,1.7873106e-5
0.019800044,4,1.8356867e-5
0.031902732,4,1.9091377e-5
0.049895394,4,2.0219868e-5
0.076644486,4,2.1989879e-5
0.11605482,4,2.4850903e-5
0.16605482,4,2.9070423e-5
0.21605482,4,3.4160285e-5
0.26605482,4,4.0251503e-5
0.31605482,4,4.7318705e-5
0.36605482,4,5.5215874e-5
0.41605482,4,6.3772199e-5
0.46605482,4,7.2834661e-5
0.5,4,7.9211097e-5

