gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,0.5,8.7906689e-10
0.0025,0.5,9.4492525e-10
0.0061833333,0.5,1.0513841e-9
0.011659222,0.5,1.2331699e-9
0.019800044,0.5,1.5663523e-9
0.031794187,0.5,2.2407439e-9
0.049465559,0.5,3.8300542e-9
0.075265762,0.5,8.3592567e-9
0.11327806,0.5,2.6001307e-8
0.16327806,0.5,1.1140794e-7
0.21327806,0.5,4.3277402e-7
0.26327806,0.5,1.4208601e-6
0.31327806,0.5,3.6870837e-6
0.36327806,0.5,7.5052452e-6
0.41327806,0.5,1.2626248e-5
0.46327806,0.5,1.8744844e-5
0.5,0.5,2.3718054e-5

