gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,4,9.8574698e-7
0.0025,4,1.0090744e-6
0.0061833333,4,1.0443896e-6
0.011659222,4,1.0990475e-6
0.019800044,4,1.1853249e-6
0.031902732,4,1.3255785e-6
0.049895394,4,1.5640021e-6
0.076644486,4,1.9980291e-6
0.11605482,4,2.8694424e-6
0.16605482,4,4.5738383e-6
0.21605482,4,7.2985526e-6
0.26605482,4,1.1365358e-5
0.31605482,4,1.6824436e-5
0.36605482,4,2.3463778e-5
0.41605482,4,3.1000873e-5
0.46605482,4,3.9217511e-5
0.5,4,4.5112291e-5

