gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2.5,7.0878724e-8
0.0025,2.5,7.3465164e-8
0.0061833333,2.5,7.7463372e-8
0.011659222,2.5,8.3849257e-8
0.019800044,2.5,9.4423798e-8
0.031902732,2.5,1.1293071e-7
0.049895394,2.5,1.4822744e-7
0.076644486,2.5,2.2528817e-7
0.11605482,2.5,4.3099561e-7
0.16605482,2.5,1.017558e-6
0.21605482,2.5,2.3587536e-6
0.26605482,2.5,4.9641659e-6
0.31605482,2.5,9.092682e-6
0.36605482,2.5,1.4614076e-5
0.41605482,2.5,2.1213609e-5
0.46605482,2.5,2.8654131e-5
0.5,2.5,3.4097067e-5

