gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1,3.8265559e-9
0.0025,1,4.1025595e-9
0.0061833333,1,4.5462731e-9
0.011659222,1,5.2970717e-9
0.019800044,1,6.6506364e-9
0.031902732,1,9.3329788e-9
0.049734025,1,1.5384009e-8
0.076005464,1,3.2092418e-8
0.11436177,1,9.2929634e-8
0.16436177,1,3.5405714e-7
0.21436177,1,1.1980943e-6
0.26436177,1,3.3031159e-6
0.31436177,1,7.0622763e-6
0.36436177,1,1.2290889e-5
0.41436177,1,1.8739241e-5
0.46436177,1,2.6167209e-5
0.5,1,3.1937977e-5

