gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,5,1.9472094e-6
0.0025,5,1.9952446e-6
0.0061833333,5,2.0678531e-6
0.011659222,5,2.1799392e-6
0.019800044,5,2.3559701e-6
0.031902732,5,2.6393848e-6
0.049895394,5,3.1117997e-6
0.076644486,5,3.9365464e-6
0.11605482,5,5.4451993e-6
0.16605482,5,7.9090682e-6
0.21605482,5,1.1015641e-5
0.26605482,5,1.4760043e-5
0.31605482,5,1.9103621e-5
0.36605482,5,2.3982374e-5
0.41605482,5,2.9342942e-5
0.46605482,5,3.5126539e-5
0.5,5,3.9265738e-5

