gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2.5,6.4653183e-8
0.0025,2.5,6.7044037e-8
0.0061833333,2.5,7.0742758e-8
0.011659222,2.5,7.6657129e-8
0.019800044,2.5,8.6467935e-8
0.031902732,2.5,1.0368664e-7
0.049895394,2.5,1.3665928e-7
0.076644486,2.5,2.0910886e-7
0.11605482,2.5,4.0436374e-7
0.16605482,2.5,9.6778193e-7
0.21605482,2.5,2.2708882e-6
0.26605482,2.5,4.8261593e-6
0.31605482,2.5,8.9007654e-6
0.36605482,2.5,1.437041e-5
0.41605482,2.5,2.0919652e-5
0.46605482,2.5,2.8311928e-5
0.5,2.5,3.3722014e-5

