gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2,2.4808848e-8
0.0025,2,2.5892581e-8
0.0061833333,2,2.7585028e-8
0.011659222,2,3.033025e-8
0.019800044,2,3.4984559e-8
0.031902732,2,4.342088e-8
0.049895394,2,6.0382601e-8
0.076644486,2,1.0045811e-7
0.11605482,2,2.2027623e-7
0.16605482,2,6.1210305e-7
0.21605482,2,1.6281444e-6
0.26605482,2,3.8067719e-6
0.31605482,2,7.4984337e-6
0.36605482,2,1.2630282e-5
0.41605482,2,1.8893122e-5
0.46605482,2,2.6045944e-5
0.5,2,3.1315537e-5

